TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-24 01:52:15,1771897935904,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4qdh6-1771897934709-1657a083e141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935904,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4qdh6-1771897934709-1657a083e141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935904,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4qdh6-1771897934709-1657a083e141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934709,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,4qdh6-1771897934709-1657a083e141,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1098,iad1,321,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMY8SW7A0KK6T9ZJPK2M,UyBsGceOQlYD,2
2026-02-24 01:52:15,1771897935290,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,685fb-1771897934708-b3f9d937d5db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935290,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,685fb-1771897934708-b3f9d937d5db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:15,1771897935290,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,685fb-1771897934708-b3f9d937d5db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934708,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,685fb-1771897934708-b3f9d937d5db,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,498,iad1,328,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMWW86JT9EWYXHMY5RW8,WahZPYeUAmct,3
2026-02-24 01:52:14,1771897934665,next-blog-app-drab.vercel.app/login,GET,_rsc=3lb4g,304,c7gtg-1771897934665-8350eec15735,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/login,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,11,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934660,next-blog-app-drab.vercel.app/api/posts,GET,,200,4lpws-1771897934660-d4d2fab57b20,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/posts,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,471,iad1,328,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHMWW86JT9EWYXHMY5RW8,WahZPYeUAmct,3
2026-02-24 01:52:14,1771897934623,next-blog-app-drab.vercel.app/feed,GET,_rsc=acisd,304,4lpws-1771897934623-3e6033e38585,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/feed,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,3,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934617,next-blog-app-drab.vercel.app/,GET,_rsc=88dqc,304,dscrd-1771897934617-0c5e4e794fe2,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/index,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,5,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934617,next-blog-app-drab.vercel.app/,GET,_rsc=acisd,304,4lpws-1771897934617-6c9710ab8e8b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/index,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,5,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:14,1771897934484,next-blog-app-drab.vercel.app/auth/callback,GET,,304,k7972-1771897934484-08fe2571aa2a,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/auth/callback,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,10,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:10,1771897930017,next-blog-app-drab.vercel.app/feed,GET,_rsc=3lb4g,304,k7972-1771897930017-f229fe09b0d4,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/feed,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,10,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:10,1771897930017,next-blog-app-drab.vercel.app/login,GET,_rsc=3lb4g,304,dscrd-1771897930017-801c04d241de,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/login,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,9,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:52:10,1771897930006,next-blog-app-drab.vercel.app/api/posts,GET,,200,4qdh6-1771897930006-0189f9517573,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/posts,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1715,iad1,327,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NHGC7R1X9T6BNV6QCG9QF,WahZPYeUAmct,1
2026-02-24 01:52:09,1771897929677,next-blog-app-drab.vercel.app/,GET,,304,4qdh6-1771897929677-f86c5be46e39,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,27,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:29,1771897889040,next-blog-app-drab.vercel.app/posts/2b4f90c4-f5cc-42a8-9a84-d2185eafbca7,GET,_rsc=3lb4g&nxtPid=2b4f90c4-f5cc-42a8-9a84-d2185eafbca7,200,jnvwc-1771897889040-ef100a606990,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/posts/[id].rsc,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,16,iad1,255,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG8B4QS6Y7VTXEJWQTXF3,buRCNFOQkyFq,1
2026-02-24 01:51:29,1771897889040,next-blog-app-drab.vercel.app/posts/c50b4560-1b4e-4633-b233-4ad659c215d0,GET,_rsc=3lb4g&nxtPid=c50b4560-1b4e-4633-b233-4ad659c215d0,200,dscrd-1771897889040-c1525d5e428b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/posts/[id].rsc,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,9,iad1,258,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG8B8CS14238HQFCHNJVK,WxNzcDTUa6vr,1
2026-02-24 01:51:29,1771897889040,next-blog-app-drab.vercel.app/posts/6a3833cb-aa23-465c-9e54-ffd96645c866,GET,_rsc=3lb4g&nxtPid=6a3833cb-aa23-465c-9e54-ffd96645c866,,57gq6-1771897889040-da1484420b4c,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,,,function,/posts/[id].rsc,next-blog-app-drab.vercel.app,,dpl_AnEVJkhSg529afjteE9mixULSvLo,31,iad1,256,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG8B5KH6BC638M3RSR0K6,Rg1hM6ffwsJJ,1
2026-02-24 01:51:28,1771897888327,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,bss8z-1771897887160-bee6314f7df6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888327,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,bss8z-1771897887160-bee6314f7df6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888327,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,bss8z-1771897887160-bee6314f7df6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887160,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,bss8z-1771897887160-bee6314f7df6,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1079,iad1,324,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG6F5Y14PN1Q20A4J1SVP,WahZPYeUAmct,2
2026-02-24 01:51:28,1771897888301,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-c4c6416c71eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888301,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-c4c6416c71eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888301,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-c4c6416c71eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887151,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-c4c6416c71eb,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1054,iad1,315,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG6FDX5GQXJ11RBXSCBJC,OZdSVG8n8dvm,2
2026-02-24 01:51:28,1771897888293,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-2f8e078c0193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888293,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-2f8e078c0193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888293,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-2f8e078c0193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887151,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,c7gtg-1771897887151-2f8e078c0193,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1046,iad1,320,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG6G5AQE9TKYDBSF98E1F,0GCw8LKjSLgR,1
2026-02-24 01:51:28,1771897888309,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,mpm82-1771897887149-9ecd0259eea1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888309,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,mpm82-1771897887149-9ecd0259eea1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888309,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,mpm82-1771897887149-9ecd0259eea1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887149,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,mpm82-1771897887149-9ecd0259eea1,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1064,iad1,321,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG6G4S649N5VDFFWJTJ35,gNg5lI6nhu4r,1
2026-02-24 01:51:27,1771897887149,next-blog-app-drab.vercel.app/bookmarks,GET,_rsc=3lb4g,304,bss8z-1771897887149-7ffda3c6feef,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/bookmarks,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,7,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887146,next-blog-app-drab.vercel.app/admin/posts/new,GET,_rsc=3lb4g,304,c9tsg-1771897887146-39119e223d5b,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,HIT,static,/admin/posts/new,next-blog-app-drab.vercel.app,next-blog-mk02kh2bl-kuri227s-projects.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,16,kix1,,,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888769,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,8nsj6-1771897887146-18af98719909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888769,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,8nsj6-1771897887146-18af98719909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888769,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,8nsj6-1771897887146-18af98719909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Stack: PrismaClientKnownRequestError: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:27,1771897887146,next-blog-app-drab.vercel.app/api/auth/sync,POST,,500,8nsj6-1771897887146-18af98719909,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",,production,main,MISS,function,/api/auth/sync,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,1531,iad1,306,2048,,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,01KJ6NG6FYWJ1H5BVHRX5JC3TQ,UyBsGceOQlYD,1
2026-02-24 01:51:28,1771897888304,next-blog-app-drab.vercel.app/api/auth/sync,POST,,,57gq6-1771897887146-5289e87f691e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,,function,,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,"[sync] Prisma error: 
Invalid `prisma.user.upsert()` invocation:


Unique constraint failed on the fields: (`email`)",prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
2026-02-24 01:51:28,1771897888304,next-blog-app-drab.vercel.app/api/auth/sync,POST,,,57gq6-1771897887146-5289e87f691e,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/145.0.0.0 Safari/537.36",error,production,main,,function,,next-blog-app-drab.vercel.app,next-blog-app-drab.vercel.app,dpl_AnEVJkhSg529afjteE9mixULSvLo,,,,,[sync] Error name: PrismaClientKnownRequestError,prj_oraASxXLDa1aUTSjLX1pyKuclYFZ,,,,,
